state_abbv,state_fips,year,website_pollingplace,website_reg_status,website_precinct_ballot,website_absentee_status,website_provisional_status,reg_rej,prov_partic,prov_rej_all,abs_rej_all_ballots,abs_nonret,uocava_rej,uocava_nonret,eavs_completeness,post_election_audit,nonvoter_illness_pct,nonvoter_reg_pct,online_reg,wait,residual,pct_reg_of_vep_vrs,vep_turnout
NH,New Hampshire,2012,1,1,0,1,,.000017280709,,,.002414081,.047279175,.073371597,.12664042,1,0,.15795779,.020031467,0,10.682251,.0109887,.84158385,.70895821
NH,New Hampshire,2014,1,1,0,1,,0,,,.0015756885,.048776973,.077574044,.20337078,1,0,.1003753,.016732253,0,5.17061,,.78322262,.48362997
NH,New Hampshire,2016,1,1,1,1,,0,,,.002062906,.034984641,.049382716,.12195122,1,0,.15510112,.015562129,0,5.1819267,.0152861,.86832356,.72531295
NJ,New Jersey,2008,1,1,,,,.045373764,.018294623,.0046115052,.00165873,.43372211,.029427836,.31583443,.89547557,,.19134796,.065951191,0,7.3512292,.018342191,.85469848,.67691541
NJ,New Jersey,2010,1,1,0,0,0,.083603606,.0080460617,.0015350736,.0015382851,.21924691,.045346063,.749744,1,0,.11554985,.028560912,0,,,.81946808,.37782177
NJ,New Jersey,2012,1,1,0,0,0,.086024396,.026507678,.0035570718,.0017767684,.15606286,.014408424,.28989309,1,0,.1966214,.053211547,0,4.7182956,.0101081,.8654117,.62615234
NJ,New Jersey,2014,1,1,0,1,1,.11371217,.0083984081,.0015024297,.0028446552,.30119029,.028074866,.50299001,1,0,.10959952,.02505002,0,1.9838659,,.81191552,.32540774
NJ,New Jersey,2016,1,1,0,0,0,.010785835,.014174047,.0026755596,.0025161076,.13634729,.010742123,.18985999,1,0,.16536908,.049907219,.5,6.7496839,.01278143,.86782289,.65487987
NM,New Mexico,2008,1,1,,,,,.0085491231,,.0016928337,,.020134227,.25461921,.81181997,,.16679956,.06040423,0,12.257025,.0038482537,.80825561,.61158615
NM,New Mexico,2010,1,1,0,0,1,,.0095654149,.0019380553,,0,.018242123,.013029316,.89555162,1,.1634693,.037951004,0,,,.74714977,.4307647
NM,New Mexico,2012,1,1,1,0,1,,.0096772658,.0032016651,.0021323441,.062351856,.029638411,.32988721,.96059555,1,.1630815,.060058329,0,4.2200513,.0035041,.82494825,.54910344
NM,New Mexico,2014,1,1,0,0,0,,.0045029023,.0015323712,.00060476735,.17558567,.036117382,.35303265,.92755347,1,.1341615,.025937613,0,5.4415598,,.74099231,.35686597
NM,New Mexico,2016,1,1,1,0,1,,.0070834896,.0039324788,,.11854047,,.2006665,.9304778,1,.1428771,.06389387,1,5.6063738,.0071560699,.75527108,.55201864
NV,Nevada,2008,1,1,,,,.061280455,.0068070833,.0039401292,.0056215394,.088047184,.12855615,.37444875,.99662602,1,.098960839,.094575085,0,12.102347,.0022381004,.77600545,.57166505
NV,Nevada,2010,1,1,0,1,0,.00438336,.0041489289,.0019220323,.0013233892,.14117,.12393162,.26915887,.98747236,1,.10196193,.033713557,0,,,.71279645,.41245338
NV,Nevada,2012,1,1,0,1,0,.039069671,.0081835622,.0047761188,.0011397444,.14979157,.043371521,.17925259,1,1,.12433895,.082265116,1,8.453208,.0017174,.78990161,.57231605
NV,Nevada,2014,1,1,1,1,0,.094220415,.00077097653,.00036739022,.0020106924,.1558947,.066471167,.45086393,1,1,.089832969,.026619682,1,2.8869951,,.68529665,.29008642
NV,Nevada,2016,1,1,1,1,1,.12015194,.0060762502,.004016865,.0010429848,.15594716,.013178538,.13653928,1,1,.12049805,.048186664,1,10.01785,.000039099999,.80435693,.57300067
NY,New York,2008,1,1,,,,,,,,,,,0,1,.17072251,.061922293,0,8.5438099,.01088643,.83932185,.59631914
NY,New York,2010,1,1,0,0,0,,,,,,.25336698,.60260177,.66758144,1,.14412066,.025622599,0,,,.78455317,.36278763
NY,New York,2012,1,1,0,0,0,,.068902984,.018127322,,,.17313348,.30832186,.8380723,1,.16882285,.053216044,1,9.5384398,.0077084,.82542503,.53602135
NY,New York,2014,1,1,0,0,0,.13403246,.01332821,.0055674999,.003042775,.25094777,.080987364,.66187793,.90625352,1,.13855752,.024116114,1,4.6248837,,.76459599,.28977808
NY,New York,2016,1,1,0,0,0,.063342966,.034765225,.015498113,.0029319609,.1884263,.082226932,,.93282092,1,.14650241,.046768747,1,8.6119461,.01029071,.83054924,.57293338
OH,Ohio,2008,1,0,,,,,.035562813,.0068449173,.0046071894,.050632503,.049000692,.18513021,.97452903,0,.15677163,.080911756,0,15.594967,.013049359,.84420574,.67817849
OH,Ohio,2010,1,1,0,0,0,.02317661,.026743155,.0029985206,.0035691443,.08309903,.05558455,.61841023,.99058723,1,.12281866,.047225006,0,,,.79088688,.46214172
OH,Ohio,2012,1,1,0,0,0,.069668479,.03694449,.0060936473,.0022812563,.064136773,.022853142,.20560029,.99210685,1,.13769524,.080254257,0,11.001864,.0091613997,.84966081,.65152693
OH,Ohio,2014,1,1,0,0,0,.053484913,.015639346,.0015029163,.0033480683,.12973218,.021527423,.34399456,.99511135,1,.11194148,.030391965,.5,2.3911064,,.77295595,.36204764
OH,Ohio,2016,1,1,1,1,0,.056639645,.027634615,.0040976233,.0018169851,.062198486,.014606989,.19409069,1,1,.12379792,.056185506,.5,6.3201694,.01267806,.81584281,.64181411
OK,Oklahoma,2008,1,0,,,,,.0019102268,.0015921948,.0013616384,.1699076,.059502397,.27724665,.94444442,0,.18444355,.094141603,0,22.382929,,.81081331,.5630492
OK,Oklahoma,2010,1,0,0,0,0,,.00067081489,.00055869296,.0011585931,.080973275,.083158627,.71962041,.94238126,0,.1554832,.052150387,0,,,.70270431,.38696086
OK,Oklahoma,2012,1,0,0,0,0,,.0039549493,.0026716194,.0014180649,.1564268,.054576855,.31063893,.94444442,0,.1740918,.097731635,0,15.889287,.0063332999,.7696237,.49157214
OK,Oklahoma,2014,1,1,1,1,1,.076044902,.0019464467,.00094597065,.00086724071,.25836253,.0522293,.82841527,1,0,.1344552,.034512721,0,4.0162339,,.74037176,.29779142
OK,Oklahoma,2016,1,1,1,1,1,.067791007,.0050317128,.0036977015,.0020231933,.17058699,.052150659,.34477219,1,0,.15385503,.078254454,0,16.166506,,.78261131,.52379507
OR,Oregon,2008,0,1,,,,,.0017070848,,.00699959,.13669474,,,.65416294,1,.098050378,.13361974,0,,.0094225667,.85046649,.68334353
OR,Oregon,2010,1,1,0,1,0,,.00086470641,.000059843598,.0086860629,.27986875,.076875128,.65326744,.9049812,1,.046748143,.094155177,1,,,.84192139,.53898871
OR,Oregon,2012,1,1,1,1,0,,.00097280595,.000041197316,.0073375166,.1704226,.020767724,.34344789,.93885291,1,.11949157,.13784543,1,,.0171584,.85867757,.64343691
OR,Oregon,2014,1,1,1,1,0,,.000045713929,6.5305613e-07,.0066879475,.28824612,.017668776,.73949361,.94444442,1,.063312106,.090546876,1,.45563427,,.8415758,.53498745
OR,Oregon,2016,1,1,1,1,0,,.000066294509,.000031684875,.0085666152,.19670923,.019070983,.23420142,.88235295,1,.089583896,.13933808,1,.48872867,.024427621,.88636363,.68259197
PA,Pennsylvania,2008,1,0,,,,.36857086,.0054185581,.0023927107,.00032002729,.11320093,.0066624959,.20628615,.94446522,1,.16668096,.058227487,0,14.494613,.015379758,.81388015,.64193213
PA,Pennsylvania,2010,1,1,0,0,1,.55457765,.0023761287,.00091878948,.00058490835,.10809176,.018584615,.64739835,1,1,.13227864,.031236235,0,,,.76336199,.41721499
PA,Pennsylvania,2012,1,1,0,0,1,.027639681,.0084722014,.00350265,.00031900429,.12113979,.018818948,.3073439,1,1,.15651499,.039013084,0,9.0927134,,.80986834,.5935306
PA,Pennsylvania,2014,1,1,0,0,1,.046164937,.0023563346,.00081401161,.00067146058,.098865241,.019711902,.63583654,1,1,.13057473,.026979366,0,1.4642868,,.76574993,.36031824
PA,Pennsylvania,2016,1,1,0,0,1,.094189964,.0042504198,.0015092036,.00040718928,.088924713,.027273124,.24503048,1,1,.1544196,.039765775,1,11.497817,,.82051373,.6355086
RI,Rhode Island,2008,1,1,,,,,.0015828979,.00063626282,.00018105,.028080158,,.20533334,.5,0,.23239689,.081606768,0,5.2357945,.0077025332,.84173012,.62260741
RI,Rhode Island,2010,1,1,1,1,1,,.0026504444,.0010567132,.00038110965,.10819118,0,.35881105,.94398928,0,.18157698,.044674147,0,,,.80480623,.44896615
RI,Rhode Island,2012,1,1,1,1,1,,.0052193017,.0028233386,.00072188897,.098874748,.0017271157,.33217993,.94551134,0,.21198045,.064453341,0,11.675141,.0088438001,.8356545,.5801999
RI,Rhode Island,2014,1,1,1,1,1,,.006251384,.0030362131,.001364931,.12383868,0,.26923078,.94444442,0,.13385211,.038662445,0,2.5355234,,.79212815,.42236936
RI,Rhode Island,2016,1,1,1,1,1,,.0084400494,.0040805289,.002257495,.069341958,0,.19503993,.94117647,0,.18508898,.043710753,1,8.2429132,.01159525,.85853094,.5974167
SC,South Carolina,2008,0,1,,,,,.0049405713,.0025850113,.00055896339,.025751909,.030862126,.26298004,.87961721,0,.2167241,.075132675,0,61.502129,.010564621,.80662441,.58203787
SC,South Carolina,2010,1,1,0,1,1,,,,.00047403551,.033289764,.020360218,.27319294,.88939804,0,.17614615,.059540186,0,,,.77754611,.40336475
SC,South Carolina,2012,1,1,0,1,1,,,,.00032803166,.031749219,,.22334675,.81804413,0,.21609727,.060796596,1,25.176964,.0087801004,.82490778,.57089269
SC,South Carolina,2014,1,1,1,1,1,,.0038157562,.0015805189,.00042247571,.037318189,.0072568939,.32118228,.94444442,1,.15750588,.028396465,1,8.4038744,,.79480493,.35212055
SC,South Carolina,2016,1,1,1,1,1,,.0047530485,.0022753456,.0013680309,.021773502,.0061206645,.20375957,.88235295,1,.1745697,.049188338,1,18.737261,.0096803298,.83302152,.57289356
SD,South Dakota,2008,1,1,,,,,.00083902362,,,.024725407,,.14273205,.81194723,0,.079558954,.077785924,0,3.9125009,.01412831,.83616114,.65589279
SD,South Dakota,2010,1,1,1,1,0,.0034499106,.00022677824,.0002106289,.00062000984,,,.25810811,.96940643,0,.097336218,.047196515,0,,,.81180298,.53863603
SD,South Dakota,2012,1,1,1,1,0,,.0011957182,.00093000307,.00040128411,.021500451,.056004979,.21797419,.97259539,0,.092500113,.08560098,0,4.2746549,.0129012,.83136529,.60144371
SD,South Dakota,2014,1,1,1,1,0,.00063113205,.0017330348,.0011742195,.00061186741,.022139581,.035532996,.29590017,1,0,.089118145,.040247951,0,1.934741,,.75252718,.44947004
SD,South Dakota,2016,1,1,1,1,0,.00038931583,.0010161184,,.00096517848,.0079744337,.034616631,.30143356,.98481649,0,.099961251,.062407177,0,4.7498422,.02348844,.84178227,.59873873
TN,Tennessee,2008,1,1,,,,,.001677464,.0010579634,.00097860536,,.053777374,.17403403,.88425994,0,.17391336,.10324624,0,19.433647,.0065218727,.80224723,.57377338
TN,Tennessee,2010,1,1,0,0,0,,.0003966626,.000256075,.00011353687,.066014983,.038747177,.29340634,.97998232,1,.1629366,.049555533,0,,,.76300329,.34652776
TN,Tennessee,2012,1,1,0,0,0,,.0028582581,.0022038706,.00024756248,.073692329,.059096895,.22130366,.98988676,1,.16834518,.068415232,0,13.694903,.0087110996,.78623974,.52610034
TN,Tennessee,2014,1,1,1,0,0,.10002981,.0010257902,.00059435697,.000085582986,.10246083,.036512669,.3652381,.99554688,1,.14190437,.038934905,0,6.5825377,,.74312264,.2856352
TN,Tennessee,2016,1,1,1,0,0,.073293753,.0045920452,.0033065241,.00023298108,.092358723,.041996829,.2111828,1,1,.14362681,.078301311,0,10.076122,.01463263,.78516406,.51190656
TX,Texas,2008,0,1,,,,.21318045,.0051113367,.0039379727,.0019582328,.087005034,.064478718,.3066428,.97398418,1,.13463944,.069537446,0,12.033781,,.79473174,.54105145
TX,Texas,2010,1,1,0,0,0,.069752134,.0027963528,.0021549424,.00060908525,.083317935,.041842178,.74757648,.99996513,1,.10881554,.029735807,0,,,.74959004,.32165542
TX,Texas,2012,1,1,0,0,0,.026014172,.0063532582,.0052230144,.00056158792,.063416153,.042950314,.47364542,.94504744,1,.12941456,.064973019,0,12.435968,,.77087474,.49650645
TX,Texas,2014,1,1,0,0,0,.055307537,.0045092013,.0033226092,.0011103952,.14026079,.082598604,.46379879,.97493243,1,.097435705,.028646864,0,7.2449918,,.72803783,.28341606
TX,Texas,2016,1,1,0,0,0,.05426015,.0077391514,.006303763,.00096063962,.10227082,.026136719,.29454398,.95538718,1,.1183734,.053245008,.5,10.979251,,.80346882,.51591444
UT,Utah,2008,1,0,,,,,.045286573,.0071467324,.0017521,.25002283,.042249147,.31199837,.97351402,1,.14134705,.093326017,0,13.730141,.01937324,.75816345,.57118922
UT,Utah,2010,1,1,1,1,1,.022325568,.029825158,.0046305223,.001741995,.30752203,.021871204,.72176874,1,1,.12088554,.032663912,1,,,.73988795,.36712131
UT,Utah,2012,1,1,1,1,1,.033275742,.052278709,.0099683683,.0019559429,.22574496,.01578073,.2831068,.94444442,1,.1552075,.10198568,1,10.318466,.0110285,.76789743,.56044292
UT,Utah,2014,1,1,1,1,1,,,,,,,,,1,.11067366,.026653657,1,5.0491056,,.6988709,.30229947
UT,Utah,2016,1,1,1,1,1,.057070326,.030828115,.0036597173,.0062822602,.29105332,.041785374,.44762179,.99974877,1,.12134106,.081830457,1,8.6759596,.0076086698,.81341463,.57734311
VA,Virginia,2008,1,1,,,,.052208442,.0024943568,.0017967689,.0017925022,.073189117,.077756509,.29941094,.99783975,0,.17687869,.10059811,0,28.682362,.0078867888,.87305582,.67556769
VA,Virginia,2010,1,1,1,1,1,.081794374,.001297807,.00094016496,.00028087542,.037009574,.079323798,.17717004,.94568932,0,.12897632,.04375926,0,,,.83182275,.39164284
VA,Virginia,2012,1,1,1,1,1,.024470968,.0033006179,.0020775776,.00058457535,.039965089,.017418033,.16928767,.99719095,0,.1964353,.07693179,0,23.645611,.0108696,.86123008,.66936499
VA,Virginia,2014,1,1,1,1,1,.080045976,.0012254082,.00076320476,.00026502696,.043761283,.079323798,.17492537,1,1,.12560894,.039244249,1,2.6977124,,.83560544,.36649948
VA,Virginia,2016,1,1,1,1,0,.085324675,.0032780305,.002393713,.00078772823,.055131685,.064245656,.20484273,.94117647,1,.1685483,.065012857,1,10.424809,.01131805,.86525309,.66110134
VT,Vermont,2008,0,0,,,,.0022087798,.0001018455,8.9863679e-06,.0037844055,.031025255,.059860788,.15514533,.99538296,0,.13854671,.04103221,0,2.4800456,.0068896827,.83425081,.67710292
VT,Vermont,2010,0,0,0,0,0,,.000051123654,.000017041219,.0024534017,.035228401,,.38177013,.90780205,0,.1157122,.030813145,0,,,.83081299,.49942496
VT,Vermont,2012,0,0,0,0,0,,.000065229331,,,.043457173,.018096514,.21250001,.92719197,0,.096562542,.047906119,0,1.9596695,.0082938001,.82668579,.60861808
VT,Vermont,2014,1,0,0,0,0,.018954385,.00005927536,.000019758452,.00157443,.033480465,.017639078,,.97631067,1,.098646671,.031306967,0,1.5823668,,.76793319,.38820198
VT,Vermont,2016,1,1,1,1,0,.009852617,.000034324908,9.3613380e-06,.0016569569,.041863725,.058877226,.040897574,1,1,.073288046,.044644661,1,1.9144578,.01685041,.86687744,.6475659
WA,Washington,2008,0,1,,,,,.01759579,.0037592945,.0081960885,.134653,.011588892,.2820906,.88696021,1,.064154357,.10604227,1,,.011300022,.84190774,.67342186
WA,Washington,2010,1,1,1,0,0,,.0023624205,.00058816903,.013356777,.27433667,.013017246,.60487407,.965042,1,.057559416,.10183754,1,,,.82723242,.54327881
WA,Washington,2012,1,1,1,0,0,.011689576,.0021306786,.00095119583,.0093491636,.18062365,.011005661,.36656836,1,1,.034531958,.11444009,1,,.0149461,.84011853,.6504631
WA,Washington,2014,1,1,1,1,0,.0085715391,.00055946124,.00007904919,.012602699,.45111397,.014006792,.72428256,1,1,.048342958,.096154541,1,.406409,,.81690556,.43112576
WA,Washington,2016,1,1,1,1,,.011521148,.0018371007,.00049145939,.0090121692,.22712481,.021507669,.42615172,1,1,.034169056,.088546932,1,1.4736384,.01380848,.87161762,.6566934
WI,Wisconsin,2008,1,1,,,,,.000070406815,.000039040744,.00091395387,.053276166,.039233819,.3104991,.88159943,1,.17287897,.0081732906,0,7.9361973,.0044886847,.86915678,.72732556
WI,Wisconsin,2010,1,1,1,1,1,,.000029290337,.00001510283,.0013226417,.058179226,.12078831,.64140302,.8888889,1,.1109217,.016304728,0,,,.81103772,.52064031
WI,Wisconsin,2012,1,1,1,1,1,.0012219832,.000044616947,.000025015148,.0013365236,.06692224,.070657797,.33584625,.99906033,1,.22164091,.012357119,0,8.2153187,.0029845,.87777793,.72471416
WI,Wisconsin,2014,1,1,1,1,1,.0017994567,.000022293341,.000015275067,.00061513105,.023623193,.054771785,.37560976,1,1,.12075263,.016152857,0,2.6917048,,.81832284,.56511331
WI,Wisconsin,2016,1,1,1,1,1,,,,,.11871876,.0070181163,.31482881,.90838224,1,.15927273,.018562004,1,6.0834522,.0077106901,.8416695,.69401294
WV,West Virginia,2008,1,1,,,,,,,,,,,.76849216,1,.22706275,.048615564,0,15.015577,.031688426,.78142524,.51151502
WV,West Virginia,2010,1,1,0,0,0,.0046140016,,.0019608829,.0011363872,.51564848,,.33267522,.81357104,1,.16758624,.032834817,0,,,.74902517,.36704856
WV,West Virginia,2012,1,1,0,1,1,,,,,,.001784652,.20782281,.96016884,1,.22853476,.048617136,0,9.7925844,.0213969,.78875029,.46328065
WV,West Virginia,2014,1,1,0,1,1,.0049424819,.0068767499,.0020005878,.00010802309,.093262032,.025157232,.32911393,1,1,.17807738,.034843665,0,3.7717471,,.7566219,.31166682
WV,West Virginia,2016,1,1,1,1,1,.0018604187,.0045021526,.0011019141,.00046561673,.08742097,.0092064887,.23469837,.99954605,1,.21788637,.051759943,1,7.2751899,.01519604,.7749061,.50101113
WY,Wyoming,2008,1,0,,,,,,,.00088269182,.027545201,,.23391813,.88344717,0,.12815282,.059820954,0,5.620379,.0053494009,.78288245,.63104463
WY,Wyoming,2010,1,0,0,0,0,,,,.0011267045,.044729859,.033898305,.48302299,.89375216,1,.1332978,.02094337,0,,,.72502559,.45808017
WY,Wyoming,2012,1,0,0,0,0,,,,.00070602034,.026822986,.032615785,.28489584,.90053934,1,.11532616,.041794114,0,4.5165391,.0065417001,.74673194,.59297657
WY,Wyoming,2014,1,0,0,0,0,,,,.0014723669,.040012535,.03322259,.4646098,.89595276,1,.11382795,.019362168,0,2.7594376,,.67443436,.39336205
WY,Wyoming,2016,1,0,0,0,0,,.00018709584,.00010913924,.00071720075,.032027993,.022508038,.2211704,.94444442,1,.078365311,.033103615,0,5.7308187,.01135679,.79515922,.60424495
